Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
science geography education,viking,Map editor,FAIL,No,,,,,,,66,,12125,"Not useful to us.  Also when you install it, it triggers an apt problem 'chromium-no-yelp made an unacceptable mess'."
education graphics secondaryschool,pencil2d,Animation Editor,PASS,Yes?,Yes?,Yes,Yes,Yes,Yes,Yes,21,,15004,"Designed for making newgrounds-style cartoons.  Emits MP4 or animated GIF.  Looks pretty neat, but is there any demand for this?  Some overlap with gimp.  Some overlap with inkscape.  Gimp can PROBABLY do 90% of what this does, but less conveniently."
education mathematics secondaryschool science geometry,carmetal,Geometry Trainer,FAIL,No?,No?,,,,,,39,,19313,"It's not clear to me if this is CAD or more like Step.  In any case, I do not think this is interesting."
education mathematics science,geomview,Geometry ????,FAIL,,No,,,,,,6,,14867,"I don't know exactly what this is, but the toolkit is XAW, so FUCK THIS."
education electronics,gtkwave,VCD viewer,FAIL,No,,,,,,,3,,12790,"This is a thing for looking at oscilloscope-type stuff.  It is not useful to us."
education misc,jclic,,FAIL,No,,,,,,,39,,43377,"I think this is sort of like Moodle except it is desktop-based instead of browser-based.  Why bother?  I could not understand it enough to even evaluate it properly.  It is Java-based, so probably shit.  UPDATE: there is apparently Moodle integration also, so I guess if any educators as for this, we could ship it...  https://github.com/projectestac/moodle-mod_jclic"


--------------------,--------------------,REJECTED SIZE,----,----,----,----,----,----,----,----,----,----,----,--------------------
games finest simulation,flightgear,Flight Simulator,FAIL,,,,,,,,1900,,14072,"While this is probably great, the 2GB install cost is simply too much!  flightgear-phi is a Recommends, so adds another 3MB (meh)."
games finest strategy,ufoai,X-COM clone (3D era),FAIL,,,,,,,,1100,,23536,"While this may be great, the 1GB install cost is simply too much!"
science nanoscale-physics physics,cadabra,CAS,FAIL,,,,,,,,650,,28394,"This is something like Maxima, but it's too big to even think about."
games puzzle,berusky2,,FAIL,,,,,,,,540,,28377,"3D version of berusky, a sokoban-like.  Just WAY too big for what you get."
games finest racing,torcs,,FAIL,,,,,,,,320,,16995,"3D sim (not arcade) racing.  Think 'Assetto Corsa' or 'Project CARS', not Forza Horizons or Need for Speed.  Probably too big to justify.  Also looks pretty shit in terms of e.g. textures and dynamic shadows.  https://youtu.be/K-o7zeR4Lbc  compare: https://store.steampowered.com/app/805550/Assetto_Corsa_Competizione/"
games finest rpg,freedroidrpg,Diablo-like CRPG,FAIL,,,,,,,,220,,22681,"For 220MB, I expect more than this: https://youtu.be/4LccK5iECwM"
education preschool primaryschool,tuxpaint,Photo editor,FAIL,,,,,,,,180,,9706,"This is huge because it includes 160MB of shitty clipart.  We already have gimp.  This is not worth caring about."
games finest strategy,widelands,Anno/Settlers clone,FAIL,,,,,,,,350,,16001,"This has a very high Install Cost, but it has deep replay value, so MIGHT be worth it?  https://youtu.be/rXD93g7J11g (FOSS) https://youtu.be/rGyVjRA-Zyw (ORIGINAL)"
games finest strategy,unknown-horizons,Anno/Settlers clone,FAIL,,,,,,,,250,,12614,"This has a very high Install Cost, but it has deep replay value, so MIGHT be worth it?  https://youtu.be/o38OlnlJ2sg (FOSS) https://youtu.be/EnwJAkN49vE?t=34 (ORIGINAL)"

--------------------,--------------------,REJECTED USELESS,----,----,----,----,----,----,----,----,----,----,----,--------------------
games PrisonPC,uhexen2,Hexen 2 engine,FAIL,No,,,,,,,3,,39240,"Not useful without (non-free, non-gratis) game assets from GOG.com"
games PrisonPC,lutris,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets from GOG.com"
games PrisonPC,play.it,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets from GOG.com"
games PrisonPC,openjazz,Jazz Jackrabbit engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets from GOG.com"
games PrisonPC,pokemmo-installer,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets from GOG.com"
games PrisonPC,fheroes2-pkg,Heroes 2 engine,FAIL,,,,,,,,100,,34316,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,residualvm,Grim Fandango engine,FAIL,No,,,,,,,4,,33912,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,dhewm3,DOOM 3 engine,FAIL,No,,,,,,,3,,48523,"Not useful without (non-free, non-gratis) game assets"
games fps,rbdoom3bfg,DOOM 3 BFG engine,FAIL,No,,,,,,,6,,54354,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,reminiscence,Flashback engine,FAIL,No,,,,,,,9,,72367,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,ioquake3,Quake 1 engine,FAIL,,,,,,,,3,,12519,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,openmw-launcher,Morrowind engine,FAIL,,,,,,,,65,,24404,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,openmw,Morrowind engine,FAIL,,,,,,,,63,,21192,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,openmw-cs,Morrowind engine,FAIL,,,,,,,,61,,41358,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,quake,Quake 1 engine,FAIL,,,,,,,,8,,20980,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,quake2,Quake 2 engine,FAIL,,,,,,,,8,,21361,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,quake3,Quake 3 engine,FAIL,,,,,,,,9,,22523,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,rott,Rise of the Triad engine,FAIL,,,,,,,,9,,38955,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,rtcw,Wolfenstein 4 engine,FAIL,,,,,,,,10,,38966,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,yamagi-quake2,Quake 2 engine,FAIL,,,,,,,,2,,20057,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,ezquake,Quake 1 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,quakespasm,Quake 1 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,darkplaces,Quake 1 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,corsix-th,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,corsix-th-data,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,d1x-rebirth,Descent 1 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,exult,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,exult-studio,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,d2x-rebirth,Descent 2 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,freespace2,Freespace 2 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,freespace2-launcher-wxlauncher,Freespace 2 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,lgc-pg,Panzer General tools,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,mess-desktop-entries,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,openjazz,Jazz Jackrabbit engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,spring-javaai,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,vcmi,,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,wolf4sdl,Wolfenstein 3 engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games PrisonPC,xsystem35,KISS engine,FAIL,,,,,,,,,,,"Not useful without (non-free, non-gratis) game assets"
games adventure,rlvm,Visual Novel engine,FAIL,,,,,,,,12,,35243,"Not useful without game assets"
games PrisonPC,instead,,FAIL,,,,,,,,,,,"Not useful without game assets"
games PrisonPC,onscripter,,FAIL,,,,,,,,,,,"Not useful without game assets"
games PrisonPC,bzflag,,FAIL,No,,,,,,,12,,80073,"Really fun when online MP... without that... useless."
education music,swh-plugins,,FAIL,No?,,,,,,,1,,2935,"AFAICT LV2 replaced LADSPA, and we're a PA shop not a JACK or LADSPA shop?"
education music,mcp-plugins,,FAIL,No?,,,,,,,1,,6586,"AFAICT LV2 replaced LADSPA, and we're a PA shop not a JACK or LADSPA shop?"
education music,timgm6mb-soundfont,,FAIL,No,,,,,,,6,,4004,"Sound fonts (e.g. for MIDI) are not interesting.  See https://github.com/cyberitsolutions/bootstrap2020/commit/bc67a92c74a75569405559b88f629f764e45ed55"
science viewing,trend,Real-Time Graph,FAIL,No,,,,,,,1,,27647,"Reads data from stdin and draws it onscreen.  Probably cannot be used without a REPL.  In any case, this nowadays would happen inside a browser, using e.g. highcharts.js"
games PrisonPC,gnuboy-sdl,,FAIL,,,,,,,,,,,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,gnuboy-x,,FAIL,,,,,,,,,,,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,cen64,,FAIL,,,,,,,,1,,27751,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,osmose-emulator,,FAIL,,,,,,,,1,,28281,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,fceux,,FAIL,,,,,,,,2,,15547,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,nestopia,,FAIL,,,,,,,,2,,16304,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-audio-sdl,,FAIL,,,,,,,,2,,18394,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-qt,,FAIL,,,,,,,,3,,18614,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-rsp-hle,,FAIL,,,,,,,,2,,18398,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-video-glide64mk2,,FAIL,,,,,,,,2,,18616,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-video-rice,,FAIL,,,,,,,,2,,18617,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,mupen64plus-ui-console,,FAIL,,,,,,,,2,,17409,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-input-sdl,,FAIL,,,,,,,,2,,154819,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-rsp-z64,,FAIL,,,,,,,,2,,154820,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-video-arachnoid,,FAIL,,,,,,,,2,,154821,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-video-glide64,,FAIL,,,,,,,,2,,154822,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mupen64plus-video-z64,,FAIL,,,,,,,,2,,154825,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,pcsxr,,FAIL,,,,,,,,2,,17423,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,gnuboy-x,,FAIL,,,,,,,,1,,40114,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,visualboyadvance,,FAIL,,,,,,,,2,,21145,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,blastem,,FAIL,,,,,,,,2,,24879,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,gngb,,FAIL,,,,,,,,2,,28884,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,higan,,FAIL,,,,,,,,4,,14799,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mednafen,,FAIL,,,,,,,,5,,11996,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,mednaffe,,FAIL,,,,,,,,5,,14266,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,stella,,FAIL,,,,,,,,3,,24202,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,gnuboy-sdl,,FAIL,,,,,,,,2,,43888,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,hatari,,FAIL,,,,,,,,6,,15442,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,desmume,,FAIL,,,,,,,,6,,17876,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,virtualjaguar,,FAIL,,,,,,,,3,,39305,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mgba-qt,,FAIL,,,,,,,,18,,19556,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,fs-uae-arcade,,FAIL,,,,,,,,21,,22447,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,mgba-sdl,,FAIL,,,,,,,,17,,30515,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,mgba-sdl,,FAIL,,,,,,,,17,,30515,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,yabause,,FAIL,,,,,,,,3,,185519,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,retroarch,,FAIL,,,,,,,,41,,13686,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,mame,,FAIL,,,,,,,,77,,10763,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games emulator,gnome-video-arcade,,FAIL,,,,,,,,79,,17896,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,pokemmo-installer,,FAIL,,,,,,,,68,,33768,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,mame-extra,,FAIL,,,,,,,,83,,151759,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-mgba,,FAIL,,,,,,,,41,,132435,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-nestopia,,FAIL,,,,,,,,41,,132437,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-beetle-pce-fast,,FAIL,,,,,,,,41,,64514,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-beetle-psx,,FAIL,,,,,,,,41,,64516,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-beetle-vb,,FAIL,,,,,,,,41,,64519,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-beetle-wswan,,FAIL,,,,,,,,41,,64520,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-bsnes-mercury-accuracy,,FAIL,,,,,,,,41,,64524,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-bsnes-mercury-balanced,,FAIL,,,,,,,,41,,64525,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-bsnes-mercury-performance,,FAIL,,,,,,,,41,,64526,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-desmume,,FAIL,,,,,,,,42,,64529,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-gambatte,,FAIL,,,,,,,,41,,64539,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games PrisonPC,libretro-snes9x,,FAIL,,,,,,,,42,,64558,"Emulators are only useful if they have ROMs, and we do not ship those because legally iffy.  Prefer to do this in-browser, e.g. archive.org has built-in C64 emulator for its hosted C64 games."
games toys,gnomekiss,Paper Dolls,FAIL,,,,,,,,1,,26272,"Needs 'lhasa' compression utility installed.  Useless without KISS doll sets.  The ones linked to by the gnomekiss website seem to be semi-pornographic an amateur quality artwork: https://www.otakuworld.com/kiss/   Therefore, fail this unless someone wants to find better and less porn-y artwork."
education preschool primaryschool secondaryschool games KDE,ktuberling,Paper Dolls,FAIL,No,No,,,,,,64,,11200,"This is basically a Paper Dolls engine, except you can only use the built-in dolls.  The artwork is really shit.  This is a waste of time."
games finest fps,openarena,,FAIL,No,,,,,,,,,,"Arena shooter; useless without online/LAN multiplayer"
games PrisonPC,sauerbraten,,FAIL,,,,,,,,950,,23017,"Arena shooter.  a.k.a. Cube2.  Cube1 had proof-of-concept solo play.  This might also, but at 1GB, it is not even worth checking.  UPDATE: Now available in the browser: https://sourga.me/ https://github.com/cfoust/sour"
games fps,cube2-data,Cube 2 (Sauerbraten),FAIL,,,,,,,,180,,28428,"Arena shooter.  UPDATE: Now available in the browser: https://sourga.me/ https://github.com/cfoust/sour"
games fps,cube2,Cube 2 (Sauerbraten),FAIL,,,,,,,,8,,19216,"Arena shooter.  UPDATE: Now available in the browser: https://sourga.me/ https://github.com/cfoust/sour"
games finest fps,nexuiz,,FAIL,No,,,,,,,,,,"Arena shooter; useless without online/LAN multiplayer"
games PrisonPC,assaultcube,,FAIL,No,,,,,,,,,,"Arena shooter; useless without online/LAN multiplayer"
games finest fps simulation,bzflag-client,,FAIL,No,,,,,,,,,,"Arena shooter; useless without online/LAN multiplayer"
games PrisonPC,alien-arena,,FAIL,,,,,,,,490,,25188,"Arena shooter; useless without online/LAN multiplayer"
games PrisonPC,nexuiz-textures,,FAIL,,,,,,,,440,,20237,"Arena shooter; useless without online/LAN multiplayer"
games finest fps,redeclipse,,FAIL,,,,,,,,840,,20627,"Arena shooter; useless without online/LAN multiplayer"
games arcade finest fps,teeworlds,,FAIL,No,,,,,,,9,,19508,"2D arena shooter; useless without online/LAN multiplayer"
games finest rpg,manaplus,,FAIL,No,,,,,,,,,,"MMO; useless without online/LAN multiplayer"
games rpg,kildclient,,FAIL,No,,,,,,,,,,"MMO; useless without online/LAN multiplayer"
games arcade,netmaze,,FAIL,No,,,,,,,1,,18096,"DOOM-era multiplayer-only arena shooter.  Not interesting."
science presentation,zathura,,FAIL,,,,,,,,,,,"CBZ (comic book), PDF, DJVU viewer.  Boring.  PDF handled by chrome; don't care about rest."
games PrisonPC,sm,,FAIL,,No,,,,,,1,,17623,"Not useful.  Prefer xfce4-notifyd."
games adventure,xzip,Interactive Fiction,FAIL,,No,,,,,,1,,22635,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,glulxe,Interactive Fiction,FAIL,,No,,,,,,1,,32667,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,gargoyle-free,Interactive Fiction,FAIL,,No,,,,,,11,,20843,"Prefer browser-based https://www.ifwiki.org/Parchment  VERY UNPOPULAR (hours per site-year)"
games adventure,zoom-player,Interactive Fiction,FAIL,,No,,,,,,1,,22765,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,jzip,Interactive Fiction,FAIL,,,,,,,,1,,25576,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,qtads,Interactive Fiction,FAIL,,No,,,,,,10,,38954,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,fizmo-sdl2,Interactive Fiction,FAIL,,,,,,,,1,,36843,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,sdlfrotz,Interactive Fiction,FAIL,,,,,,,,7,,33932,"Prefer browser-based https://www.ifwiki.org/Parchment"
games adventure,sludge-engine,Interactive Fiction,FAIL,,,,,,,,9,,24542,"Prefer browser-based https://www.ifwiki.org/Parchment"
games toys,xcowsay,,FAIL,No,,,,,,,1,,17790,"Not useful."
games PrisonPC,prboom-plus,,FAIL,,,,,,,,8,,13139,"Not interesting without a campaign.  freedoom pulls this in, though."
games PrisonPC,chocolate-doom,,FAIL,,,,,,,,8,,19317,"Not interesting without a campaign."
games PrisonPC,doom-wad-shareware,,FAIL,,,,,,,,2,,86335,"This is the Doom 1 *DEMO*.  It is not interesting."
games fps,crispy-doom,,FAIL,,,,,,,,8,,23624,"Not interesting without a campaign."
games fps,freedm,,FAIL,,,,,,,,15,,25378,"Multiplayer only, so not interesting."
games fps,deutex,,FAIL?,,,,,,,,1,,34284,"Doom 1 map editor.  Is this interesting?  Inmates cannot share files."
games fps,eureka,,FAIL?,,,,,,,,2,,28632,"Doom 1 map editor.  Is this interesting?  Inmates cannot share files."
games PrisonPC,dhewm3,Doom 3 engine,FAIL,,,,,,,,3,,31045,"Doom 3 (non-BFG) engine.  Not useful without a free campaign."
games fps,rbdoom3bfg,Doom 3 engine,FAIL,,,,,,,,10,,41983,"Doom 3 BFG engine.  Not useful without a free campaign."
games PrisonPC,dhewm3-doom3,Doom 3 engine,FAIL,,,,,,,,5,,85811,"Doom 3 (non-BFG) engine.  Not useful without a free campaign."
games PrisonPC,dhewm3-d3xp,Doom 3 engine,FAIL,,,,,,,,6,,85810,"Doom 3 (non-BFG) engine.  Not useful without a free campaign."
games fps,doomsday,,FAIL,,,,,,,,43,,17461,"Not interesting without a campaign."
games PrisonPC,uqm-russian,,FAIL,No,,,,,,,11,,182167,"Russian localization.  Not useful."
education language,xfonts-intl-phonetic,,FAIL,No,,,,,,,1,,185218,"For legacy (1980s) X font subsystem (not Xft).  Not useful."
education language,xfonts-tipa,,FAIL,No,,,,,,,47,,185236,"For legacy (1980s) X font subsystem (not Xft).  Not useful."
games PrisonPC,endless-sky-high-dpi,,FAIL,No,,,,,,,200,,87939,"Inmates do not have hiDPI displays.  There is no benefit to us in this."
education science mathematics,wxmaxima,,FAIL,,,,,,,,16,,10103,"Doesn't actually work unless maxima is also installed.  maxima is not installable because it includes a C compiler and some other banned things."
games PrisonPC,xscreensaver-screensaver-dizzy,,FAIL,,,,,,,,17,,26281,"We do not ship xscreensaver, so this is useless.  No .desktop, also."
games toys,rss-glx,,FAIL,,,,,,,,,,,"We do not ship xscreensaver, so this is useless.  No .desktop, also."
science geography simulations,sumo,,FAIL,No,,,,,,,78,,26248,"This is some kind of eclipse plugin that does like road/rail network modelling, for transport engineers?  Not interesting to us."
science engineering,sailcut,,FAIL,No,,,,,,,1,,31674,"For sailing ship sail design.  Not interesting to us."
science physics,opticalraytracer,,FAIL,No,,,,,,,37,,26888,"For learning about lenses.  Maybe useful for a single specific high school class, but for that we should do something in moodle."
science chemistry,gdpc,,FAIL,No,,,,,,,1,,29362,"Some kind of chemistry data science stuff.  Not useful to us.  https://screenshots.debian.net/package/gdpc#gallery-2"
science chemistry nanoscale-physics,garlic,,FAIL,No,,,,,,,1,,30601,"Some kind of chemistry data science stuff.  Not useful to us.  http://www.zucic.org/garlic/gallery/index.html"
science meteorology nanoscale-physics,ncview,,FAIL,No,,,,,,,3,,17468,"For NetCDF data science format which we do not use.  https://screenshots.debian.net/package/ncview#gallery"
games toys,xflip,,FAIL,No,,,,,,,1,,33680,
games PrisonPC,xjokes,,FAIL,No,,,,,,,1,,42242,
games board,ricochet,,FAIL,No,,,,,,,3,,31623,"Online multiplayer only."
games PrisonPC,gnome-games-app,,FAIL,,,,,,,,5,,18211,"This took about 10 minutes to start because it was scanning the entire OS for games -- it found 0 games.  I think it is actually mainly looking for *ROMs* for emulator engines, or something.  It also assumes tracker (GNOME spotlight) is installed, which is absolutely do not want."
games toys,xmountains,,FAIL,,,,,,,,1,,30332,"Draws a randomly-generated mountain.  That's it.  If you click, it closes.  COMPLETELY POINTLESS."


